train_size,CNN_standard,CNN_matern,CNN_beta,Transformer_standard,Transformer_matern,Transformer_beta,MLP_standard,MLP_matern,MLP_beta
100.0,0.86183643,0.8622157,0.7873715,0.9249282515,0.925326485,0.846740075,0.7987446085,0.799104915,0.728002925
402.0202,0.87002355,0.86942685,0.8358853,0.9335247275,0.9328981925000001,0.8976795650000001,0.8065223724999999,0.8059555074999999,0.774091035
704.0404,0.8748811,0.8748708,0.8318443,0.938625155,0.93861434,0.893436515,0.811137045,0.8111272599999999,0.770252085
1006.0606,0.8784179,0.8788065,0.8241,0.9423387950000001,0.9427468250000001,0.8853050000000001,0.8144970049999999,0.814866175,0.762895
1308.0808,0.88109064,0.8815647,0.816672,0.9451451720000001,0.9456429350000001,0.8775056,0.8170361079999999,0.8174864649999999,0.7558383999999999
1610.1011,0.88318044,0.8835914,0.81013536,0.947339462,0.9477709700000001,0.8706421280000001,0.819021418,0.81941183,0.7496285919999999
1912.1212,0.88486207,0.88515913,0.8044838,0.9491051735,0.9494170865000001,0.86470799,0.8206189664999999,0.8209011734999999,0.74425961
2214.1414,0.88624805,0.8864223,0.79960203,0.9505604525,0.950743415,0.8595821315000001,0.8219356474999999,0.822101185,0.7396219284999999
2516.1616,0.8874134,0.88747233,0.7953678,0.9517840700000001,0.9518459465000001,0.85513619,0.82304273,0.8230987135,0.73559941
2818.182,0.88840973,0.8883666,0.7916747,0.9528302165000001,0.9527849300000001,0.851258435,0.8239892434999999,0.8239482699999999,0.7320909649999999
3120.2021,0.8892739,0.8891428,0.78843474,0.953737595,0.95359994,0.8478564770000001,0.8248102049999999,0.82468566,0.7290130029999999
3422.2222,0.89003253,0.8898271,0.78557676,0.9545341565000001,0.954318455,0.844855598,0.8255309035,0.825335745,0.726297922
3724.2424,0.8907056,0.8904378,0.78304267,0.9552408800000001,0.95495969,0.8421948035000001,0.8261703199999999,0.8259159099999999,0.7238905365
4026.2627,0.89130837,0.8909886,0.78078526,0.9558737885,0.95553803,0.8398245230000001,0.8267429514999999,0.82643917,0.721745997
4328.2827,0.8918525,0.8914897,0.77876586,0.9564451250000001,0.9560641850000001,0.8377041530000001,0.827259875,0.826915215,0.719827567
4630.303,0.8923473,0.8919489,0.7769524,0.956964665,0.9565463450000001,0.8358000200000001,0.8277299349999999,0.827351455,0.7181047799999999
4932.323,0.8928001,0.8923725,0.77531815,0.9574401050000001,0.956991125,0.8340840575000001,0.8281600949999999,0.827753875,0.7165522424999999
5234.3433,0.8932168,0.8927654,0.7738409,0.9578776400000001,0.9574036700000002,0.8325329450000001,0.82855596,0.8281271299999999,0.715148855
5536.364,0.89360225,0.8931316,0.77250177,0.9582823625000001,0.9577881800000001,0.8311268585,0.8289221375,0.82847502,0.7138766814999999
5838.384,0.8939605,0.8934743,0.7712847,0.9586585250000002,0.9581480150000001,0.8298489350000001,0.8292624749999999,0.828800585,0.712720465
6140.4043,0.89429474,0.8937963,0.77017593,0.959009477,0.958486115,0.8286847265,0.8295800029999999,0.829106485,0.7116671334999999
6442.4243,0.8946079,0.89409983,0.7691639,0.9593382950000001,0.9588048215000001,0.8276220950000001,0.8298775049999999,0.8293948385,0.710705705
6744.4443,0.89490217,0.8943868,0.7682383,0.9596472785000001,0.95910614,0.8266502150000001,0.8301570615,0.82966746,0.709826385
7046.465,0.89517975,0.8946589,0.76739025,0.9599387375000001,0.9593918450000001,0.8257597625000002,0.8304207625,0.829925955,0.7090207374999999
7348.485,0.8954421,0.89491755,0.7666121,0.9602142050000001,0.9596634275,0.8249427050000001,0.8306699949999999,0.8301716724999999,0.7082814949999999
7650.505,0.8956909,0.895164,0.76589715,0.960475445,0.9599222000000001,0.8241920075000001,0.8309063549999999,0.8304057999999999,0.7076022925
7952.5254,0.89592737,0.8953992,0.7652394,0.9607237385,0.96016916,0.8235013700000001,0.8311310015,0.8306292399999999,0.7069774299999999
8254.545,0.89615256,0.8956242,0.76463366,0.960960188,0.96040541,0.822865343,0.8313449319999999,0.83084299,0.706401977
8556.565,0.89636755,0.8958398,0.76407516,0.9611859275000001,0.96063179,0.8222789180000001,0.8315491724999999,0.8310478099999999,0.7058714019999999
8858.586,0.8965732,0.89604664,0.76355994,0.96140186,0.9608489720000001,0.8217379370000001,0.8317445399999999,0.8312443079999999,0.705381943
9160.606,0.8967702,0.89624554,0.7630841,0.96160871,0.961057817,0.8212383050000001,0.8319316899999999,0.831433263,0.704929895
9462.626,0.8969592,0.89643687,0.7626446,0.96180716,0.9612587135000001,0.82077683,0.8321112399999999,0.8316150265,0.70451237
9764.646,0.8971408,0.8966213,0.76223826,0.96199784,0.961452365,0.820350173,0.8322837599999999,0.8317902349999999,0.7041263469999999
10066.667,0.8973157,0.89679927,0.7618625,0.9621814850000001,0.9616392335000001,0.8199556250000001,0.832449915,0.8319593064999999,0.7037693749999999
10368.687,0.89748424,0.89697117,0.761515,0.9623584520000001,0.9618197285000001,0.8195907500000001,0.832610028,0.8321226115,0.70343925
10670.707,0.89764684,0.89713746,0.76119345,0.962529182,0.9619943330000001,0.8192531225000002,0.8327644979999999,0.832280587,0.7031337775
10972.728,0.8978039,0.89729834,0.760896,0.962694095,0.962163257,0.8189408,0.832913705,0.8324334229999999,0.7028512
11274.747,0.89795595,0.8974543,0.7606208,0.9628537475,0.9623270150000001,0.81865184,0.8330581524999999,0.832581585,0.70258976
11576.768,0.89810306,0.89760554,0.7603662,0.9630082130000001,0.9624858170000001,0.81838451,0.8331979069999998,0.8327252629999999,0.70234789
